web-scraper-order,web-scraper-start-url,links,links-href,ชื่อมหาลัย,หลักสูตร,วิทยาเขต,ค่าเทอม,Portfolio,Quota,Admission,Direct Admission
"1722073991-305","https://course.mytcas.com/","วศ.บ. วิศวกรรมหุ่นยนต์และอิเล็กทรอนิกส์อัจฉริยะ (ภาษาไทย ปกติ)วิทยาเขตชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร›วิศวกรรมอิเล็กทรอนิกส์สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร","https://course.mytcas.com/programs/10160220303401A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมหุ่นยนต์และอิเล็กทรอนิกส์อัจฉริยะ","ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร","20,000 บาท ต่อภาคการศึกษา","65","55","30",""
"1722073996-306","https://course.mytcas.com/","วศ.บ. วิศวกรรมไฟฟ้า แขนงวิศวกรรมไฟฟ้ากำลัง (ภาษาไทย ปกติ)วิทยาเขตชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร›วิศวกรรมไฟฟ้าสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร","https://course.mytcas.com/programs/10160220301603A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมไฟฟ้า แขนงวิศวกรรมไฟฟ้ากำลัง","ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร","20,000 บาท ต่อภาคการศึกษา","85","50","30",""
"1722074001-307","https://course.mytcas.com/","วศ.บ. วิศวกรรมไฟฟ้า แขนงวิศวกรรมอิเล็กทรอนิกส์ (ภาษาไทย ปกติ)วิทยาเขตชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร›วิศวกรรมไฟฟ้าสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร","https://course.mytcas.com/programs/10160220301602A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมไฟฟ้า แขนงวิศวกรรมอิเล็กทรอนิกส์","ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร","20,000 บาท ต่อภาคการศึกษา","75","55","30",""
"1722074006-308","https://course.mytcas.com/","วศ.บ. วิศวกรรมไฟฟ้า แขนงวิศวกรรมไฟฟ้าสื่อสาร (ภาษาไทย ปกติ)วิทยาเขตชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร›วิศวกรรมไฟฟ้าสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร","https://course.mytcas.com/programs/10160220301601A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมไฟฟ้า แขนงวิศวกรรมไฟฟ้าสื่อสาร","ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร","20,000 บาท ต่อภาคการศึกษา","75","55","30",""
"1722074012-309","https://course.mytcas.com/","วศ.บ. วิศวกรรมเครื่องกล แขนงวิศวกรรมเครื่องกล (ภาษาไทย ปกติ)วิทยาเขตชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร›วิศวกรรมเครื่องกลสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร","https://course.mytcas.com/programs/10160220300701A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมเครื่องกล แขนงวิศวกรรมเครื่องกล","ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร","20,000 บาท ต่อภาคการศึกษา","60","50","30",""
"1722074017-310","https://course.mytcas.com/","วศ.บ. วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ)วิทยาเขตชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร›วิศวกรรมคอมพิวเตอร์สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร","https://course.mytcas.com/programs/10160220300501A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมคอมพิวเตอร์","ชุมพรเขตรอุดมศักดิ์ จังหวัดชุมพร","20,000 บาท ต่อภาคการศึกษา","65","50","30",""
"1722074022-311","https://course.mytcas.com/","วศ.บ. วิศวกรรมดนตรีและสื่อประสม (ภาษาไทย ปกติ)วิทยาลัยวิศวกรรมสังคีต›วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคมสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160116301801A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมดนตรีและสื่อประสม","ลาดกระบัง","80,000 บาท ต่อภาคการศึกษา","22","10","7",""
"1722074027-312","https://course.mytcas.com/","ศศ.วท.บ เทคโนโลยีและศิลปะสร้างสรรค์ (ภาษาไทย ปกติ)วิทยาลัยวิศวกรรมสังคีต›เทคโนโลยีมัลติมีเดียสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160116211601A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","ศศ.วท.บ เทคโนโลยีและศิลปะสร้างสรรค์","ลาดกระบัง","80,000 บาท ต่อภาคการศึกษา","20","15","20",""
"1722074032-313","https://course.mytcas.com/","วศ.บ. วิศวกรรมการบินและอวกาศ (หลักสูตรนานาชาติ) วิทยาลัยอุตสาหกรรมการบินนานาชาติ›วิศวกรรมอากาศยานสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160113303202E","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมการบินและอวกาศ (หลักสูตรนานาชาติ)","ลาดกระบัง","90,000 ต่อภาคการศึกษา","85","90","30",""
"1722074037-314","https://course.mytcas.com/","วศ.บ. วิศวกรรมการบินและนักบินพาณิชย์ (หลักสูตรนานาชาติ) วิทยาลัยอุตสาหกรรมการบินนานาชาติ›วิศวกรรมอากาศยานสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160113303201E","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมการบินและนักบินพาณิชย์ (หลักสูตรนานาชาติ)","ลาดกระบัง","90,000 ต่อภาคการศึกษา (ชำระให้สจล.)และ 350,000 บาท ต่อภาคการศึกษา (ชำระให้สถาบันการบินเอเซีย (AAA))","85","90","30",""
"1722074042-315","https://course.mytcas.com/","วศ.บ. วิศวกรรมระบบการผลิต (ภาษาไทย ปกติ)วิทยาลัยนวัตกรรมการผลิตขั้นสูง›วิศวกรรมการผลิตสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160112300301A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมระบบการผลิต","ลาดกระบัง","21,000 ต่อภาคการศึกษา","40","30","25","ไม่เปิดรับสมัครในรอบนี้"
"1722074047-316","https://course.mytcas.com/","วศ.บ. เทคโนโลยีวัสดุชาญฉลาด วศ.บ.วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ) หลักสูตรสองปริญญา (Double Degree - นานาชาติ พิเศษ)วิทยาลัยเทคโนโลยีและนวัตกรรมวัสดุ›วิศวกรรมวัสดุสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160111302502G","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. เทคโนโลยีวัสดุชาญฉลาด วศ.บ.วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ) หลักสูตรสองปริญญา","ลาดกระบัง","120,000 ต่อภาคการศึกษา","42","37","10",""
"1722074052-317","https://course.mytcas.com/","วศ.บ. วิศวกรรมวัสดุนาโน (ภาษาไทย ปกติ)วิทยาลัยเทคโนโลยีและนวัตกรรมวัสดุ›วิศวกรรมวัสดุสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160111302501A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมวัสดุนาโน","ลาดกระบัง","25,000 ต่อภาคการศึกษา","75","32","100",""
"1722074057-318","https://course.mytcas.com/","วท.บ. วิศวกรรมแปรรูปอาหาร วศ.บ. วิศวกรรมอุตสาหการ หลักสูตรสองปริญญา (Double Degree - ภาษาไทย ปกติ)คณะอุตสาหกรรมอาหาร›อุตสาหกรรมเกษตรสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160108501105F","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วท.บ. วิศวกรรมแปรรูปอาหาร วศ.บ. วิศวกรรมอุตสาหการ หลักสูตรสองปริญญา","ลาดกระบัง","40,000 ต่อภาคการศึกษา","10","9","15","ไม่เปิดรับสมัครในรอบนี้"
"1722074062-319","https://course.mytcas.com/","วท.บ. วิศวกรรมแปรรูปอาหาร (ภาษาไทย ปกติ)คณะอุตสาหกรรมอาหาร›อุตสาหกรรมเกษตรสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160108501103A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วท.บ. วิศวกรรมแปรรูปอาหาร","ลาดกระบัง","21,000 ต่อภาคการศึกษา","32","32","80","ไม่เปิดรับสมัครในรอบนี้"
"1722074067-320","https://course.mytcas.com/","วท.บ. ฟิสิกส์อุตสาหกรรม และ วศ.บ. วิศวกรรมระบบไอโอทีและสารสนเทศ (หลักสูตรสองปริญญา) (Double Degree - ภาษาไทย ปกติ)คณะวิทยาศาสตร์›ฟิสิกส์สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160105212701F","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วท.บ. ฟิสิกส์อุตสาหกรรม และ วศ.บ. วิศวกรรมระบบไอโอทีและสารสนเทศ (หลักสูตรสองปริญญา)","ลาดกระบัง","40,000 ต่อภาคการศึกษา","25","10","10",""
"1722074072-321","https://course.mytcas.com/","วท.บ. เคมีวิศวกรรมและอุตสาหกรรม (หลักสูตรนานาชาติ) คณะวิทยาศาสตร์›เคมีสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160105210403E","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วท.บ. เคมีวิศวกรรมและอุตสาหกรรม (หลักสูตรนานาชาติ)","ลาดกระบัง","75,000 ต่อภาคการศึกษา","65","55","45","ไม่เปิดรับสมัครในรอบนี้"
"1722074078-322","https://course.mytcas.com/","วท.บ. การจัดการสมาร์ตฟาร์ม วศ.บ. วิศวกรรมเกษตรอัจฉริยะ หลักสูตรสองปริญญา (Double Degree - ภาษาไทย ปกติ)คณะเทคโนโลยีการเกษตร›เกษตรศาสตร์สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160104500205F","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วท.บ. การจัดการสมาร์ตฟาร์ม วศ.บ. วิศวกรรมเกษตรอัจฉริยะ หลักสูตรสองปริญญา","ลาดกระบัง","40,000 ต่อภาคการศึกษา","47","80","40",""
"1722074083-323","https://course.mytcas.com/","วศ.บ. วิศวกรรมโยธา วท.บ. สถาปัตยกรรม (หลักสูตรนานาชาติ) หลักสูตรสองปริญญา (Double Degree - นานาชาติ พิเศษ)คณะสถาปัตยกรรม ศิลปะและการออกแบบ›สถาปัตยกรรมสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160102400502G","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมโยธา วท.บ. สถาปัตยกรรม (หลักสูตรนานาชาติ) หลักสูตรสองปริญญา","ลาดกระบัง","126,000 ต่อภาคการศึกษา","40","40","20",""
"1722074088-324","https://course.mytcas.com/","วศ.บ. การจัดการวิศวกรรมและการเป็นผู้ประกอบการ (หลักสูตรนานาชาติ) คณะวิศวกรรมศาสตร์›วิศวกรรมอุตสาหการสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101303503E","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. การจัดการวิศวกรรมและการเป็นผู้ประกอบการ (หลักสูตรนานาชาติ)","ลาดกระบัง","90,000 ต่อภาคการศึกษา","80","7","","ไม่เปิดรับสมัครในรอบนี้"
"1722074093-325","https://course.mytcas.com/","วศ.บ. วิศวกรรมอุตสาหการและการจัดการโลจิสติกส์ (หลักสูตรนานาชาติ) คณะวิศวกรรมศาสตร์›วิศวกรรมอุตสาหการสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101303502E","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมอุตสาหการและการจัดการโลจิสติกส์ (หลักสูตรนานาชาติ)","ลาดกระบัง","90,000 ต่อภาคการศึกษา","85","10","5",""
"1722074098-326","https://course.mytcas.com/","วศ.บ. วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมอุตสาหการสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101303501A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมอุตสาหการ","ลาดกระบัง","25,000 ต่อภาคการศึกษา","105","40","20","ไม่เปิดรับสมัครในรอบนี้"
"1722074103-327","https://course.mytcas.com/","วศ.บ. วิศวกรรมอิเล็กทรอนิกส์ (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมอิเล็กทรอนิกส์สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101303401A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมอิเล็กทรอนิกส์","ลาดกระบัง","25,000 ต่อภาคการศึกษา","105","25","15","ไม่เปิดรับสมัครในรอบนี้"
"1722074108-328","https://course.mytcas.com/","วศ.บ. วิศวกรรมอาหาร (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมอาหารสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101303301A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมอาหาร","ลาดกระบัง","25,000 ต่อภาคการศึกษา","65","20","10","ไม่เปิดรับสมัครในรอบนี้"
"1722074113-329","https://course.mytcas.com/","วศ.บ. วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ) คณะวิศวกรรมศาสตร์›วิศวกรรมหุ่นยนต์สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101302901E","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ)","ลาดกระบัง","90,000 ต่อภาคการศึกษา","105","10","5",""
"1722074118-330","https://course.mytcas.com/","วศ.บ. วิศวกรรมอวกาศและภูมิสารสนเทศ (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมสารสนเทศสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101302602A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมอวกาศและภูมิสารสนเทศ","ลาดกระบัง","25,000 ต่อภาคการศึกษา","20","15","5","ไม่เปิดรับสมัครในรอบนี้"
"1722074123-331","https://course.mytcas.com/","วศ.บ. วิศวกรรมระบบไอโอทีและสารสนเทศ (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมสารสนเทศสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101302601A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมระบบไอโอทีและสารสนเทศ","ลาดกระบัง","25,000 ต่อภาคการศึกษา","75","15","5",""
"1722074128-332","https://course.mytcas.com/","วศ.บ. วิศวกรรมโยธา (หลักสูตรนานาชาติ) คณะวิศวกรรมศาสตร์›วิศวกรรมโยธาสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101302102E","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมโยธา (หลักสูตรนานาชาติ)","ลาดกระบัง","90,000 ต่อภาคการศึกษา","85","8","5",""
"1722074133-333","https://course.mytcas.com/","วศ.บ. วิศวกรรมโยธา (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมโยธาสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101302101A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมโยธา","ลาดกระบัง","25,000 ต่อภาคการศึกษา","105","25","15","ไม่เปิดรับสมัครในรอบนี้"
"1722074138-334","https://course.mytcas.com/","วศ.บ. วิศวกรรมเมคคาทรอนิกส์และออโตเมชัน (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมเมคคาทรอนิกส์สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101301901A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมเมคคาทรอนิกส์และออโตเมชัน","ลาดกระบัง","25,000 ต่อภาคการศึกษา","120","30","15","ไม่เปิดรับสมัครในรอบนี้"
"1722074143-335","https://course.mytcas.com/","วศ.บ. วิศวกรรมไฟฟ้าสื่อสารและเครือข่าย (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคมสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101301801A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมไฟฟ้าสื่อสารและเครือข่าย","ลาดกระบัง","25,000 ต่อภาคการศึกษา","95","20","10","ไม่เปิดรับสมัครในรอบนี้"
"1722074148-336","https://course.mytcas.com/","วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงแมคคาทรอนิกส์ คณะวิศวกรรมศาสตร์›วิศวกรรมไฟฟ้าสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101301606E","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงแมคคาทรอนิกส์","ลาดกระบัง","90,000 ต่อภาคการศึกษา","75","6","","ไม่เปิดรับสมัครในรอบนี้"
"1722074153-337","https://course.mytcas.com/","วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงไฟฟ้ากำลัง คณะวิศวกรรมศาสตร์›วิศวกรรมไฟฟ้าสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101301603E","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงไฟฟ้ากำลัง","ลาดกระบัง","90,000 ต่อภาคการศึกษา","75","7","","ไม่เปิดรับสมัครในรอบนี้"
"1722074158-338","https://course.mytcas.com/","วศ.บ. วิศวกรรมไฟฟ้า (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมไฟฟ้าสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101301601A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมไฟฟ้า","ลาดกระบัง","25,000 ต่อภาคการศึกษา","135","42","20","ไม่เปิดรับสมัครในรอบนี้"
"1722074163-339","https://course.mytcas.com/","วศ.บ. วิศวกรรมพลังงาน (หลักสูตรนานาชาติ) คณะวิศวกรรมศาสตร์›วิศวกรรมพลังงานสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101301501E","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมพลังงาน (หลักสูตรนานาชาติ)","ลาดกระบัง","90,000 ต่อภาคการศึกษา","75","6","","ไม่เปิดรับสมัครในรอบนี้"
"1722074168-340","https://course.mytcas.com/","วศ.บ. วิศวกรรมซอฟต์แวร์ (หลักสูตรนานาชาติ) คณะวิศวกรรมศาสตร์›วิศวกรรมซอฟต์แวร์สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101301001E","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมซอฟต์แวร์ (หลักสูตรนานาชาติ)","ลาดกระบัง","90,000 ต่อภาคการศึกษา","105","15","","ไม่เปิดรับสมัครในรอบนี้"
"1722074174-341","https://course.mytcas.com/","วศ.บ. วิศวกรรมชีวการแพทย์ (หลักสูตรนานาชาติ) คณะวิศวกรรมศาสตร์›วิศวกรรมชีวการแพทย์สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101300901E","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมชีวการแพทย์ (หลักสูตรนานาชาติ)","ลาดกระบัง","90,000 ต่อภาคการศึกษา","95","10","5",""
"1722074179-342","https://course.mytcas.com/","วศ.บ. วิศวกรรมเครื่องกล (หลักสูตรนานาชาติ) คณะวิศวกรรมศาสตร์›วิศวกรรมเครื่องกลสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101300703E","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมเครื่องกล (หลักสูตรนานาชาติ)","ลาดกระบัง","90,000 ต่อภาคการศึกษา","85","10","","ไม่เปิดรับสมัครในรอบนี้"
"1722074184-343","https://course.mytcas.com/","วศ.บ. วิศวกรรมขนส่งทางราง (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมเครื่องกลสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101300702A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมขนส่งทางราง","ลาดกระบัง","25,000 ต่อภาคการศึกษา","70","10","5","ไม่เปิดรับสมัครในรอบนี้"
"1722074189-344","https://course.mytcas.com/","วศ.บ. วิศวกรรมเครื่องกล (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมเครื่องกลสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101300701A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมเครื่องกล","ลาดกระบัง","25,000 ต่อภาคการศึกษา","75","15","5","ไม่เปิดรับสมัครในรอบนี้"
"1722074194-345","https://course.mytcas.com/","วศ.บ. วิศวกรรมเคมี (หลักสูตรนานาชาติ) คณะวิศวกรรมศาสตร์›วิศวกรรมเคมีสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101300602E","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมเคมี (หลักสูตรนานาชาติ)","ลาดกระบัง","90,000 ต่อภาคการศึกษา","80","8","","ไม่เปิดรับสมัครในรอบนี้"
"1722074199-346","https://course.mytcas.com/","วศ.บ. วิศวกรรมเคมี (ภาษาไทย ปกติ)คณะวิศวกรรมศาสตร์›วิศวกรรมเคมีสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง ลาดกระบัง","https://course.mytcas.com/programs/10160101300601A","สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง","วศ.บ. วิศวกรรมเคมี","ลาดกระบัง","25,000 ต่อภาคการศึกษา","95","20","10","ไม่เปิดรับสมัครในรอบนี้"
